web-scraper-order,description_raw,price_raw,mileage_raw,fuel_type_raw,location_raw,price,mileage,fuel_type_Diesel,price_cat,mileage_cat,lat,lon
1733475591-1161,VW T6 California 2.0 TDI Ocean GREY 4Motion,CHF 60'500.–,61'000 km,Diesel,1217 Meyrin,60500,61000,1,50000 - 99999,low-mid,47.35764694213867,8.728433609008789
1733475593-1162,VW T6.1 California 2.0 TDI Ocean Last Edition,CHF 69'900.–,16'000 km,Diesel,8863 Buttikon SZ,69900,16000,1,50000 - 99999,low,47.03028869628906,8.628253936767578
1733475596-1163,VW T5 California 2.0 Bi-TDI Comfortline Edition,CHF 49'990.–,45'500 km,Diesel,8887 Mels,49990,45500,1,20000 - 49999,low,47.03028869628906,8.628253936767578
1733475599-1164,VW T5 California 2.5L,CHF 28'000.–,220'000 km,Diesel,8004 Zürich,28000,220000,1,20000 - 49999,mid-high,46.24650955200195,6.9674177169799805
1733475604-1166,VW T6 California 2.0 TDI Ocean Liberty,CHF 54'900.–,63'434 km,Diesel,8610 Uster,54900,63434,1,50000 - 99999,low-mid,47.02848815917969,8.629693984985352
1733475607-1167,ADRIA SUPERSONIC 780 SL,CHF 142'500.–,12'500 km,Diesel,4052 Basel,142500,12500,1,100000 - 199999,low,47.53500747680664,8.128423690795898
1733475617-1168,CITROEN Campster Poessl 2.0 BlueHdi BVM6 150CV,CHF 46'900.–,47'300 km,Diesel,"Av. de Grandson 64, 1400 Yverdon-les-Bains",46900,47300,1,20000 - 49999,low,46.60664749145508,7.032050609588623
1733475620-1169,VW T6.1 California 2.0 Bi-TDI Beach Edition Spirit 4Motion,CHF 76'800.–,10'000 km,Diesel,"Solothurnerstrasse 22, 4614 Hägendorf",76800,10000,1,50000 - 99999,low,47.155086517333984,8.440105438232422
1733475623-1170,FIAT Rimor 99A,CHF 59'900.–,35'000 km,Diesel,"Kantonsstrasse 152, 7205 Zizers",59900,35000,1,50000 - 99999,low,47.4071159362793,8.494709968566895
1733475625-1171,HYMER Exsis T 578,CHF 54'900.–,26'500 km,Diesel,"Kantonsstrasse 152, 7205 Zizers",54900,26500,1,50000 - 99999,low,47.54876708984375,9.304647445678711
1733475627-1172,VW T6.1 2.0 TDI Camper Summermobil (ähnlich California),CHF 47'350.–,34'765 km,Diesel,"Hauptstrasse 9, 8598 Bottighofen / bei 8280 Kreuzlingen am Bodensee",47350,34765,1,20000 - 49999,low,46.53382873535156,6.61189079284668
1733475630-1173,VW T6 California 2.0 TDI Ocean DSG 4x4 / frisch ab MFK / mit AHK,CHF 44'444.–,143'300 km,Diesel,"Brünigstrasse 225, 6072 Sachseln",44444,143300,1,20000 - 49999,mid,47.385738372802734,8.645942687988281
1733475633-1174,PEUGEOT Boxer Bravia Swan 636 2.2 BlueHDi S/S,CHF 77'900.–,16'200 km,Diesel,"Bernstrasse 19c, 3250 Lyss",77900,16200,1,50000 - 99999,low,47.451255798339844,7.6736650466918945
1733475635-1175,MERCEDES-BENZ Marco Polo 220 d 7G-Tronic,CHF 47'900.–,65'000 km,Diesel,"Occasionsplatz:Grosszaun (beim Kreisel Netstal), 8754 Netstal",47900,65000,1,20000 - 49999,low-mid,47.44681167602539,8.141227722167969
1733475638-1176,"VW T6 2.0 TDI 4motion (mit Sperre hinten) ""Offroad-Camper"" Summermobil (ähnlich California)",CHF 52'350.–,61'835 km,Diesel,"Hauptstrasse 9, 8598 Bottighofen / bei 8280 Kreuzlingen am Bodensee",52350,61835,1,50000 - 99999,low-mid,47.08842468261719,8.442535400390625
1733475640-1177,VW VW T6.1 2.0 TDI Automat DSG Camper Summermobil (ähnlich California),CHF 52'350.–,62'745 km,Diesel,"Hauptstrasse 9, 8598 Bottighofen / bei 8280 Kreuzlingen am Bodensee",52350,62745,1,50000 - 99999,low-mid,47.53702926635742,7.633534908294678
1733475643-1178,VW T6.1 California 2.0 Bi-TDI Ocean Liberty 4Motion,CHF 71'850.–,40'000 km,Diesel,6004 Luzern,71850,40000,1,50000 - 99999,low,47.10655975341797,8.353533744812012
1733475645-1179,VW T6.1 California 2.0 TDI Ocean Edition Liberty,CHF 71'900.–,14'000 km,Diesel,8625 Gossau ZH,71900,14000,1,50000 - 99999,low,46.59491729736328,7.651859283447266
1733475649-1180,VW T3 California (Westfalia Hochdach),CHF 15'900.–,240'000 km,Diesel,8260 Stein am Rhein,15900,240000,1,0 - 19999,mid-high,46.59491729736328,7.651859283447266
1733475651-1181,MERCEDES-BENZ Sprinter 315 CDI Standard 4x4,CHF 50'000.–,140'000 km,Diesel,9053 Teufen,50000,140000,1,20000 - 49999,mid,47.40283966064453,8.44124698638916
1733475654-1182,NIESMANN + BISCHOFF Arto 79LE,CHF 62'000.–,78'000 km,Diesel,4628 Wolfwil,62000,78000,1,50000 - 99999,low-mid,47.26387023925781,8.429641723632812
1733475657-1183,VW T5 California 2.0 TDI Beach 4Motion,CHF 34'500.–,195'000 km,Diesel,8051 Zürich,34500,195000,1,20000 - 49999,mid,46.79096603393555,7.139599800109863
1733475660-1184,VW T6 California 2.0 TDI Ocean RED 4Motion,CHF 44'500.–,167'000 km,Diesel,3705 Faulensee,44500,167000,1,20000 - 49999,mid,47.69985580444336,8.63329792022705
1733475662-1185,ADRIA Sonic Supreme I 710 SL,CHF 49'900.–,24'550 km,Diesel,7320 Sargans,49900,24550,1,20000 - 49999,low,47.45463180541992,9.0487060546875
1733475669-1187,VW T6.1 California 2.0 Bi-TDI Ocean Liberty 4Motion,CHF 76'000.–,30'000 km,Diesel,1912 Leytron,76000,30000,1,50000 - 99999,low,47.34919357299805,8.265459060668945
1733475676-1188,VW T6.1 California 2.0 TDI Ocean Last Edition,CHF 69'999.–,39'899 km,Diesel,"Via Bellinzona 20, 6512 Giubiasco",69999,39899,1,50000 - 99999,low,47.00508499145508,9.444046020507812
1733475679-1189,CONCORDE,CHF 349'990.–,18'000 km,Diesel,"Sonnenbodenstrasse 9, 3076 Worb",349990,18000,1,200000 - 499999,low,46.85071563720703,6.84145450592041
1733475682-1190,FIAT Ducato Zefiro 295 Roller Team,CHF 48'750.–,84'250 km,Diesel,3280 Murten,48750,84250,1,20000 - 49999,low-mid,46.20541000366211,7.433724403381348
1733475685-1191,WEINSBERG Imperiale 670,CHF 44'800.–,39'000 km,Diesel,"Bahnhofstrasse 186, 6423 Seewen",44800,39000,1,20000 - 49999,low,46.22264862060547,7.854795932769775
1733475688-1192,OPEL Vivaro Saranda Beach,CHF 18'900.–,123'450 km,Diesel,"Aspstrasse 12, 8472 Seuzach",18900,123450,1,0 - 19999,mid,46.32218933105469,10.055431365966797
1733475691-1193,VW T6 California 2.0 Bi-TDI Beach Liberty 4Motion,CHF 49'900.–,82'000 km,Diesel,"Chemin de la Marbrerie 1, 1227 Carouge",49900,82000,1,20000 - 49999,low-mid,46.53056335449219,6.589847087860107
1733475693-1194,VW T6.1 California 2.0 TDI Ocean Liberty,CHF 72'900.–,15'000 km,Diesel,"Giessenstrasse 4, 8600 Dübendorf",72900,15000,1,50000 - 99999,low,47.53702926635742,7.633534908294678
1733475700-1196,FORD Saranda Beach,CHF 13'900.–,51'851 km,Diesel,"Aspstrasse 12, 8472 Seuzach",13900,51851,1,0 - 19999,low-mid,47.418922424316406,8.684661865234375
1733475712-1200,VW T6 California 2.0 TDI Coast Edition,CHF 45'000.–,129'000 km,Diesel,6900 Lugano,45000,129000,1,20000 - 49999,mid,46.24650955200195,6.9674177169799805
1733475714-1201,FORD 320 L1H1 Nugget Camper,CHF 45'000.–,86'000 km,Diesel,9105 Schönengrund AR,45000,86000,1,20000 - 49999,low-mid,46.84693145751953,9.52126693725586
1733475719-1203,VW T5 California 2.0 Bi-TDI Comfortline,CHF 45'000.–,110'000 km,Diesel,7000 Chur,45000,110000,1,20000 - 49999,mid,47.30537414550781,8.316218376159668
1733475721-1204,ROLLER TEAM auto roller garage kp,CHF 32'000.–,101'000 km,Diesel,8608 Bubikon,32000,101000,1,20000 - 49999,mid,47.48859786987305,8.86047077178955
1733475724-1205,VW T6 California 2.0 TDI Ocean BLUE,CHF 58'000.–,32'000 km,Diesel,5034 Suhr,58000,32000,1,50000 - 99999,low,46.85071563720703,6.84145450592041
1733475727-1206,CARADO A461,CHF 43'500.–,42'100 km,Diesel,3292 Busswil,43500,42100,1,20000 - 49999,low,47.463890075683594,8.345504760742188
1733475731-1207,VW T5,CHF 36'000.–,199'000 km,Diesel,5504 Othmarsingen,36000,199000,1,20000 - 49999,mid,47.55288314819336,7.956476211547852
1733475742-1209,VW T5 Saranda Beach,CHF 22'900.–,221'550 km,Diesel,"Aspstrasse 12, 8472 Seuzach",22900,221550,1,20000 - 49999,mid-high,47.092750549316406,8.346047401428223
1733475744-1210,VW T5 Saranda Beach,CHF 25'900.–,133'850 km,Diesel,"Aspstrasse 12, 8472 Seuzach",25900,133850,1,20000 - 49999,mid,46.98310470581055,6.884435653686523
1733475746-1211,VW T6.1 California 2.0 Bi-TDI Beach Liberty,CHF 70'900.–,10'000 km,Diesel,"Lättenstrasse 37, 8952 Schlieren",70900,10000,1,50000 - 99999,low,47.44694519042969,9.404833793640137
1733475749-1212,VW T6.1 California 2.0 TDI Ocean Last Edition,CHF 67'900.–,14'900 km,Diesel,"Pfäffikerstrasse 32, 8610 Uster",67900,14900,1,50000 - 99999,low,46.83501434326172,9.560652732849121
1733475752-1213,SUN LIVING S-SERIES S72 DL Teilintegriert,CHF 59'900.–,25'000 km,Diesel,"Bahnhofstrasse 186, 6423 Seewen",59900,25000,1,50000 - 99999,low,46.973297119140625,6.824704647064209
1733475755-1214,SUN LIVING A-SERIES A75 SL Alkoven,CHF 62'900.–,18'000 km,Diesel,"Bahnhofstrasse 186, 6423 Seewen",62900,18000,1,50000 - 99999,low,47.30537414550781,8.316218376159668
1733475758-1215,VW Cali. TDI Ocean Ed. Lib.,CHF 63'990.–,17'900 km,Diesel,"3 Route Des Ilettes, 1870 Monthey",63990,17900,1,50000 - 99999,low,47.341278076171875,7.859083652496338
1733475767-1218,CONCORDE Carver 890 RRL,CHF 230'000.–,36'330 km,Diesel,5272 Gansingen,230000,36330,1,200000 - 499999,low,47.52763366699219,8.706928253173828
1733475773-1220,TOYOTA PROACE Van L1 2.0 D Active AT,CHF 38'800.–,25'700 km,Diesel,1635 La Tour-de-Trême,38800,25700,1,20000 - 49999,low,47.35764694213867,8.728433609008789
1733475776-1221,VW T6.1 California 2.0 TDI Ocean,CHF 81'500.–,18'000 km,Diesel,6343 Holzhäusern,81500,18000,1,50000 - 99999,low,47.40205001831055,8.60916519165039
1733475781-1223,MERCEDES-BENZ Sprinter 313 CDI 4x4,CHF 39'000.–,322'000 km,Diesel,8580 Amriswil,39000,322000,1,20000 - 49999,mid-high,47.18622589111328,8.473489761352539
1733475784-1224,VW T6.1 California 2.0 TDI Ocean Liberty,CHF 59'000.–,50'000 km,Diesel,1004 lausanne,59000,50000,1,50000 - 99999,low,47.174339294433594,8.906341552734375
1733475787-1225,VW Wavecamper T6.1 langer Radstand mit Aufstelldach Vollausstattung 8 Sitze kein California,CHF 99'990.–,15'000 km,Diesel,8603 Schwerzenbach,99990,15000,1,50000 - 99999,low,46.174251556396484,8.80819034576416
1733475789-1226,HYMER B600MC,CHF 94'500.–,12'000 km,Diesel,4413 Büren,94500,12000,1,50000 - 99999,low,47.09916687011719,8.230888366699219
1733475792-1227,RIMOR Fiat Rimor Seal 98 P,CHF 63'000.–,12'400 km,Diesel,5107 Schinznach Dorf,63000,12400,1,50000 - 99999,low,46.624298095703125,7.077528476715088
1733475799-1228,VW T6 California 3000 2.0 TDI 150 Ocean DSG,CHF 49'900.–,53'000 km,Diesel,"Zugerstrasse 1, 6403 Küssnacht am Rigi",49900,53000,1,20000 - 49999,low-mid,47.53627014160156,8.226804733276367
1733475802-1229,VW T6 California 2.0 Bi-TDI Beach Liberty 4Motion,CHF 50'990.–,48'000 km,Diesel,"Birsfelderstrasse 50, 4132 Muttenz",50990,48000,1,50000 - 99999,low,46.79024124145508,6.806734561920166
1733475804-1230,VW Envia Free,CHF 59'900.–,50'200 km,Diesel,"Elsihof 1, 6035 Perlen",59900,50200,1,50000 - 99999,low-mid,47.200801849365234,7.5716233253479
1733475807-1231,VW T6.1 California 2.0 TDI Beach Liberty,CHF 66'950.–,10'000 km,Diesel,"Spiezstr. 22, 3714 Frutigen",66950,10000,1,50000 - 99999,low,47.717105865478516,8.500143051147461
1733475809-1232,VW Cali. BiTDI Bea.Ed.Li.4MA,CHF 86'900.–,21'000 km,Diesel,"Spiezstr. 22, 3714 Frutigen",86900,21000,1,50000 - 99999,low,46.511104583740234,6.668332576751709
1733475812-1233,VW T6 California 2.0 Bi-TDI Ocean BLUE 4Motion,CHF 62'900.–,49'000 km,Diesel,"Lättenstrasse 37, 8952 Schlieren",62900,49000,1,50000 - 99999,low,47.36166000366211,9.456462860107422
1733475815-1234,FIAT Capron T 449,CHF 58'900.–,10'000 km,Diesel,"Dorfstrasse 46, 8912 Obfelden",58900,10000,1,50000 - 99999,low,46.205406188964844,9.035849571228027
1733475821-1236,VW T6.1 Cali. TDI Oce. Ed. Lib. A,CHF 66'500.–,12'200 km,Diesel,"Spitalstrasse 27, 8200 Schaffhausen",66500,12200,1,50000 - 99999,low,47.53702926635742,7.633534908294678
1733475824-1237,VW T6.1 California 2.0 TDI 150PS Ocean Edition,CHF 69'750.–,15'000 km,Diesel,"Toggenburgerstrasse 146, 9500 Wil SG",69750,15000,1,50000 - 99999,low,46.54471969604492,6.567663192749023
1733475829-1238,VW T6.1 California TDI Ocean Edition DSG,CHF 60'900.–,17'500 km,Diesel,8050 Zürich,60900,17500,1,50000 - 99999,low,47.4879150390625,8.708212852478027
1733475836-1240,BIMOBIL EX 412,CHF 179'000.–,50'000 km,Diesel,7324 Vilters,179000,50000,1,100000 - 199999,low,46.205406188964844,9.035849571228027
1733475838-1241,VW T6.1 California 2.0 TDI Beach 4Motion,CHF 62'000.–,33'000 km,Diesel,1470 Estavayer le lac,62000,33000,1,50000 - 99999,low,47.40205001831055,8.60916519165039
1733475847-1244,FRANKIA Platin I8400 Plus,CHF 99'000.–,45'000 km,Diesel,1961 Vernamiège,99000,45000,1,50000 - 99999,low,47.668331146240234,9.0237455368042
1733475850-1245,IVECO 35 Daily turbo,CHF 35'000.–,198'000 km,Diesel,3922 Stalden,35000,198000,1,20000 - 49999,mid,47.447879791259766,8.460655212402344
